 ,X,Y,BX,BY,Width,Height
1,159,197,159,197,1,1
2,158,189,158,189,1,1
3,157,181,157,181,1,1
4,163,264,163,264,1,1
5,160,239,160,239,1,1
6,157,206,157,206,1,1
7,157,164,157,164,1,1
8,156,156,156,156,1,1
9,155,148,155,148,1,1
10,159,214,159,214,1,1
11,155,123,155,123,1,1
12,172,339,172,339,1,1
13,162,281,162,281,1,1
14,156,173,156,173,1,1
15,155,131,155,131,1,1
16,163,289,163,289,1,1
17,159,273,159,273,1,1
18,161,256,161,256,1,1
19,163,247,163,247,1,1
20,158,231,158,231,1,1
21,157,223,157,223,1,1
22,156,139,156,139,1,1
23,173,347,173,347,1,1
24,170,314,170,314,1,1
25,150,49,150,49,1,1
26,163,331,163,331,1,1
27,171,322,171,322,1,1
28,163,306,163,306,1,1
29,168,297,168,297,1,1
30,154,114,154,114,1,1
31,153,106,153,106,1,1
32,152,98,152,98,1,1
33,151,90,151,90,1,1
34,151,40,151,40,1,1
35,151,32,151,32,1,1
36,151,7,151,7,1,1
37,151,82,151,82,1,1
38,151,65,151,65,1,1
39,151,57,151,57,1,1
40,152,74,152,74,1,1
41,151,23,151,23,1,1
42,151,15,151,15,1,1
